Comment,Compound,Positive,Neutral,Negative
"People are giving me shit on Facebook bc I'm not 'at home' but I talk about how people should be staying home. But I AM at an airbnb with someone I live with, with zero other human contact, in the mountains lmao. Nothing gets more social distancing than that.",0.6956,0.135,0.821,0.044
"Sub Funded Quality Time in a beautiful Airbnb condo for the weekend. my bitches worked hard for this one . Great job boys, special shout-out goes to my hustling white bitch for tributing the most for the trip. Findom FemDomme ServeSuperior SpoilYourDomme blacksupremacy",0.3818,0.195,0.639,0.166
Airbnb's Experiences Have Gone Virtual to Save You From Boredom ,0.2263,0.237,0.593,0.17
Airbnb CEO Brian Chesky is facing an unprecedented threat from the coronavirus. Here are the veteran execs on Airbnb's board of directors who will be critical to his success or failure. ,-0.6486,0.093,0.68,0.227
"LA County Supervisor Chair @kathrynbarger announces partnership with @Airbnb to provide free overnight stays for frontline responders @Airbnb pledging $1.5 Million to support stays for up to 1,000 workers via its HotelTonight platform. #COVID19 @FOXLA",0.7184,0.154,0.846,0.0
"We do not stop! Issue 2/2020 is already out. Great contributions on private lease, consumer credit, cryptocurrencies, Airbnb and blockchain. We also publish the ELI Model Rules on Online Platforms as well as a commentary on them. Not do be missed! @christophbusch @LiesbetVanAcker",0.9034,0.262,0.738,0.0
"L.A. County partnering with Airbnb to give free housing to medical workers who need to stay closer to patients or away from infected family members, Supervisor Barger says Watch live: ",0.0258,0.096,0.812,0.093
#LIVE: Los Angeles County is partnering with Airbnb to offer places for healthcare staff and first responders to stay that allow them to be close to their patients — and safely distanced from their own families. http://abc7.la/2URJ826,0.6249,0.13,0.87,0.0
"As part of the Airbnb family, HotelTonight is proud to team up with @airbnb to provide housing to frontline workers in LA County and the City of LA, and the State of New York. Read more about our #FrontlineStays initiative:",0.4767,0.074,0.926,0.0
"Agreed. But as the company’s main source of revenue, #Airbnb will do everything to nurture those high-volume hosts back out of their hole. Just like it did nothing to kick em off its platform in the past. ",0.7845,0.189,0.811,0.0
Thank you @Airbnb for housing some of our @LCMCHealth front line staff.,0.3612,0.185,0.815,0.0
Artists Recreate Van Gogh’s Iconic Bedroom and Put it for Rent on Airbnb: http://bit.ly/1NpPSfK,0.0,0.0,1.0,0.0
"At 5pm, find out how the pandemic is impacting online property rental companies - @VRBO / @Airbnb - and their customers. One of them includes our own @Ria_Martin. Different policies for the same health crisis. @11AliveNews",-0.6249,0.0,0.886,0.114
"im being so dramatic but i've never seen taylor live and i've been waiting to see her for yearss, me and my sister already booked our flights and airbnb already we were so excited ahaha no one touch me ",0.245,0.094,0.834,0.072
"Amsterdam to ban Airbnb in city centre, bring in permits for holiday rentals. #Latehumans",-0.2263,0.148,0.656,0.197
Airbnb laid off most of its contractors and postponed summer internships during a Zoom Q&amp;A with the company's CEO ,-0.2023,0.0,0.904,0.096
AirBnB: “we have toiletries at home” Toiletries at home: ,0.0,0.0,1.0,0.0
Police dismiss report about senator who rented out her Airbnb property amid coronavirus restrictions http://www.abc.net.au/news/2020-04-18/labor-senator-airbnb-coronavirus-police-report/12161040,0.0,0.0,1.0,0.0
Got an old lot that would look a lot better as an orchard than an airbnb? lobeliacommons@protonmail.com ,0.4404,0.162,0.838,0.0
Athens Airbnb’s do be scamming us poor grads just trying to find a weekend home in October tho ,-0.4767,0.0,0.838,0.162
"Coronavirus: Labor senator had guests at Airbnb despite holiday travel ban. It’s not enough that politicians screw Australian taxpayers, they also give the middle finger to rules. ",0.0685,0.096,0.785,0.12
"And what I mean by all my 'stay home' posts & memes, is stop hanging out with different friends all the time. Go social distance in an Airbnb like us, I'll recommend that all day long. People are stupid ",0.3612,0.177,0.7,0.123
"using airbnb experiences for a coffee masterclass today, i'm excited",0.34,0.231,0.769,0.0
"Senator Deborah O'Neill says all future bookings for her coastal NSW Airbnb property have been cancelled, except for those by essential workers, amid a report that guests stayed there this month. #9News http://9Soci.al/kyDA50zhEHh",-0.25,0.0,0.939,0.061
Airbnb announced it will work with Los Angeles County and its health care workers union to offer free accommodations to frontline hospital staff fighting the spread of the coronavirus. ,0.6124,0.186,0.743,0.071
"look, i understand that the eu/uk tour being postponed is stressful because people need to cancel flights and hotel/airbnb reservations but 5sos themselves are not to be blamed, all of that is handled by their team,the people who work in the venues, and sometimes governments",0.0724,0.069,0.827,0.104
"Only problem was: she couldn’t find lodging. The programs she’d been trying via AirBnB and some hotels weren’t panning out. Where could this brave nurse stay?? I turned to @TwitterNYC and again, was floored by the amount of responses...",0.3939,0.101,0.836,0.063
We have homeless people in hotels and tourists in apartments. AirBnB is a pox. We’re demonstrably better without it. ,0.4404,0.146,0.854,0.0
"It's ok, though, they'll be able to rent an Airbnb in downtown Bend thanks to the Republicans on council! It's seriously time for a change. Council is failing our community. November can't come soon enough. ",0.1007,0.133,0.743,0.124
I want to rent an Airbnb and throw a “house party” at the end of the summer but I’m hesitant because you hooligans don’t know how to act ,-0.6124,0.039,0.785,0.176
"L.A. County COVID-19 briefing: Los Angeles County in coordination with the City of Los Angeles is partnering with @Airbnb to provide free housing to up to 1000 frontline healthcare workers fighting the spread of COVID-19, announced Supervisor @kathrynbarger",0.2023,0.079,0.861,0.06
"Global tourist traps are being slammed shut by the coronavirus, and the ecosystem that sprang up around them is falling apart — including Airbnb ",-0.1531,0.0,0.932,0.068
Today is the day I move out to an Airbnb to keep my distance from family after working at the hospital and shit and my mom just broke down crying... I haven’t seen her cry in a long time and that shit hurt.,-0.9477,0.0,0.68,0.32
"Does anyone know a ""gun for hire"" who might be tempted to take on the job? It would require weeks of research; interviews. Unscripted. No Airbnb ",-0.5574,0.0,0.833,0.167
"""average rent in Toronto dropped by 1.2%...rents for condo apartments declined 4.1%...with short-term vacation rentals temporarily banned in the province, former Airbnb listings are being injected into the long-term rental market, potentially increasing the vacancy rate."" #TOpoli",-0.4588,0.0,0.923,0.077
the ruling class wants nothing more than for all of us regular people to be uber drivers and amazon prime deliverers while our landlords airbnb out our living space every weekend,0.2415,0.061,0.939,0.0
AIRBNB HAS DONE NOTHINGG TO HELP AND TOLD ME THEY “recorded my response to my case manager”- THEY DONT CARE ABOUT THEIR CUSTOMERS AT ALL! ,0.1417,0.125,0.769,0.106
"Fabulous job by Gang Unit staff last night crashing a rap video production at an Airbnb. Guns, drugs, wanted federal felon, all taken off the streets! Keep up the great work! #OPD ",0.8436,0.218,0.782,0.0
Just been on Airbnb and found this whole castle is available to stay in! Imagine rounding up a load of your mates and staying here ,0.0,0.0,1.0,0.0
"They didn't care when airbnb caused the evictions of thousands of San Franciscans. They sipped their lattes, went to the lunch trucks and were deaf. So....",-0.3875,0.0,0.905,0.095
"Sad I won't be seeing you guys this year at AX, but happy at their decision to cancel - now let's see if airlines and Airbnb/hotel policies will start extending into June and July anytime soon ",0.3612,0.124,0.764,0.112
We go on “vacation” tomorrow and I can’t wait!!! I hope our Airbnb is as cool as the pics made it look!,0.7482,0.261,0.739,0.0
just cancelled my airbnb reservation for mk ,-0.25,0.0,0.75,0.25
Cancelled my vacation in September because 2020 has been cancelled. @Airbnb refunded me 100% while @Delta gets billions of dollars from the government but won’t refund my flight?,-0.25,0.0,0.897,0.103
"and got an Airbnb so we could get in the studio. The first song we made, first song I produced in the states, was 2 Cold. And now the legendary Vybz Kartel is on the remix. Try telling me everything don’t happen for a reason, and try telling me god ain’t good.",0.6124,0.096,0.904,0.0
"Kwikset Smart Lock Kit for $38, retail $100+!! https://amzn.to/3eiPijF (great for Airbnb owners!!) ",0.5951,0.244,0.756,0.0
"Is someone converting excess Airbnb inventory into (well setup) remote offices at scale? Bet there are a lot of folks with shitty home setups who won’t want to use libraries, coffee shops, and coworking spaces until we get a vaccine. Breather but month by month &amp; standardized?",-0.3632,0.025,0.919,0.057
Getting active with #tooflyfundraiser tomorrow! Raffling off @Airbnb credits to those that RSVP today http://tooflyfundraiser.com Let’s get a playlist built - What’s your favorite song when you touch down on a trip? #tooflyinside,0.8172,0.239,0.761,0.0
So she’s in an airbnb not her house? ,0.0,0.0,1.0,0.0
"tb to when i hooked up with a 33-year-old pakistani who loves palestine in paris. yes, i have a picture with the rusty tower, but one in an algerian airbnb is more original ",0.7642,0.226,0.774,0.0
"WHADDYA say @cityofvancouver? Let's ban disruptive Airbnb-type customers during this #CoronavirusPandemic. ""...state and local governments have passed measures to prevent property managers from booking short-term rentals..."" #vanre #vanpoli",-0.7003,0.034,0.781,0.184
"If you are an Airbnb employee who was recently laid off and you want to chat about what is happening with the company, please reach out. I promise to protect your identity. My DMs are open. My cell and my Signal are 281-409-3516. My email is salvador.rodriguez@nbcuni.com",0.765,0.19,0.81,0.0
cancelled my airbnb... took me this long bc i had hope it was gonna get better by june a girl can only dream,0.7003,0.291,0.634,0.075
"when this shit over , i’m getting a airbnb in the coast for a week. i deserve it",-0.5574,0.0,0.783,0.217
In an alternate timeline where COVID-19 does not exist my fiancee and I landed in Logan airport around 10:30 a.m. this morning. We would have already checked into our Airbnb and would probably be out eating and drinking somewhere in Boston right now. Probably.,0.0,0.0,1.0,0.0
Airbnb is raising $1 billion amid fallout from coronanvirus https://hedgeaccordingly.com/2020/04/06/wall-street/airbnb-is-raising-1-billion-amid-fallout-from-coronanvirus/ #businessNews #WallSt,0.0,0.0,1.0,0.0
"AirBnb refuses to recognize Covid 19 as ""extenuating circumstances"" for cancellations.",0.0,0.0,1.0,0.0
I just lost over 6k in Airbnb bookings in the last 48 hours and I live in one of the “safest” states if that’s possible. Thank you China! Fuck you sincerely me,-0.126,0.149,0.69,0.162
I wanna get an AirBnb by myself for my birthday and just blast loud music and get drunk.. can I do that or did rona ruin that being a possibility as well?,-0.4019,0.064,0.821,0.116
Just saw 4 people and a bunch of party-looking groceries go into the airbnb across the street from my house in Boise. Think they’re in town for the idiot #idahodisobey rally?,-0.5106,0.0,0.895,0.105
Short-term rental services Airbnb and Vrbo are seeing business evaporate in Canada as travel has all but stopped and several provinces have restricted the use of their services due to the pandemic. https://www.theglobeandmail.com/business/article-short-term-rental-bookings-plummet-in-big-cities/ #vanre,-0.6956,0.0,0.848,0.152
Throwing another AirBNB party in Cruces once all this quarantine shit is over,-0.2263,0.156,0.636,0.208
Pretending to be stuck in at an AirBNB with a gorgeous view. #gizmo,0.5267,0.329,0.549,0.122
Friday frolics: I do not draw but saw a post by @MusaTariq about the all the amazing @Airbnb Experiences - virtual of course. I hosted a drawing class w Gabriel Rendon from Oaxaca - highly recommend. Oh and his mother is a Dr. in Mexico so send some love #StayAtHomeAndStaySafe,0.9523,0.279,0.721,0.0
"Over Zoom on Thursday, Airbnb’s CEO Brian Chesky announced that the company was terminating contingent worker contracts early and postponing summer internships and undergrad hiring until 2021. ",-0.128,0.0,0.945,0.055
"If you’re traveling with me, there is no resting in the airbnb/hotel unless you’re sick. Did we pay all this money to sit at home?",-0.7096,0.0,0.761,0.239
"Five years ago a lot of people pointed to Uber or Airbnb as the ""next Google,"" but in market cap terms they're closer to being the next eBay.",0.0,0.0,1.0,0.0
"People trynna get paid for their jokes on Twitter acting like ""being a comedian"" isn't code for ""I airbnb my apartment full time to pay my rent and sleep on friend's couch""",0.6908,0.2,0.761,0.039
you remember where u were the 27th time u cried to blonde? i was on my cross country road trip crying in new orleans on the haunted tour bus and again in a san francisco airbnb that had no door and the host was smoking in his room next to me.,-0.875,0.0,0.796,0.204
"My airbnb host refused to pay, claiming there's no black mold (even though I have pictures) and that my bed was unmade when I left.... is that fair?",-0.3612,0.076,0.731,0.193
oh to be playing beer pong with my bffies at an airbnb in brooklyn listening to sicko mode n we're all gay n also we're just nct 127,0.2023,0.067,0.933,0.0
Go read the whole thread. Lots of anecdotal evidence that the @Airbnb death spiral is lowering rents in major cities around the world. #HotAirbnb,-0.7096,0.0,0.789,0.211
My Feb Airbnb guest sent me a wellness check email. And thats all I needed This is what I love about the guest service industry.. creating relationships with absolute wonderful strangers.,0.9186,0.351,0.649,0.0
I wish there was a way to find out if I already had Covid during Sundance. I came back feeling like I had bronchitis. Almost all of my Airbnb got sick.,0.34,0.209,0.688,0.103
"You’d laugh if you knew the number of iterations and hot takes I removed from this write-up. Writing can be a dangerously self-indulgent exercise, but I tried my best to viciously edit. Pretty much the only thing that survived since day 1 is my Airbnb Silver Lake cereal box. ",0.9331,0.295,0.623,0.081
Try it out with your friends and family! It's so much fun seeing everyone having a good time Thanks for the laughs!! @mahmoudarahman @Thomasscock @Airbnb ,0.9482,0.466,0.534,0.0
Airbnb are a breeding ground for the spread of this virus from the CDC,0.0,0.0,1.0,0.0
"one of my favourite dates ever got an airbnb, took the train and roamed around kl the entire day and obviously... she's my favourite view ",0.0,0.0,1.0,0.0
'Extremely disappointing': #Labor #senator had #guests at #Airbnb despite #holiday #travel #ban,0.0,0.0,1.0,0.0
"Senator Deborah O'Neill says all future bookings for her coastal NSW Airbnb property have been cancelled, except for those by essential workers, amid a report that guests stayed there this month. #9News http://9Soci.al/Zffe50zhEHm",-0.25,0.0,0.939,0.061
Ireland.#Ireland #latelate #phantomoftheopera #Covid_19 #Kerry #WildAtlanticWay #Dingle #WestCork #RingofKerry #vacations ##vacationrentals #holidayfromhome #HolidayRomances #familytravel #summer #Summer2020 #reisen #Airbnb #wanderupdate #landscape #holidayhome #Travel #Spring,0.0,0.0,1.0,0.0
@Airbnb should allow for full refunds for people who had bookings during @Comic_Con weekend due to the Covid-19 cancellation.,0.2263,0.095,0.905,0.0
I'll take both; I'll airbnb that ish,0.0,0.0,1.0,0.0
Someone told me they rented an Airbnb up in the mountains and stayed there while a month. Away from everyone. Goals,0.0,0.0,1.0,0.0
"I’m really upset with @Airbnb @AirbnbHelp they will not refund me and host is very rude, will not book again and advise people to be cautious when booking in Boston area.",-0.764,0.0,0.787,0.213
"You’ll love it! Sorry you won’t make it this year. I lead tours with flexible options, and I have a small airbnb, and I can arrange custom schedules and flexible experiences. Check out #PeruWithAbby and #PeruWithAbby2019 on Instagram!",0.8065,0.215,0.752,0.033
Lqmsksjs sorry my girl tryna have a “ lingerie party “ at a Airbnb tonight,0.34,0.208,0.692,0.1
I saw this on an Airbnb listing ,0.0,0.0,1.0,0.0
I'm a hero,0.5574,0.783,0.217,0.0
Dear @Airbnb I feel that @taylorswift13 canceling #loverfest due to COVID-19 should qualify as an extenuating circumstance.,0.3818,0.148,0.852,0.0
they did red flavor so dirty... they got a 40$airbnb and a green screen and called it a day..,0.0,0.0,1.0,0.0
Airbnb and VRBO Refund Policies During Coronavirus Are Bad — Avoid Booking http://dlvr.it/RTyZwB via @TheWinglet,-0.6908,0.0,0.678,0.322
Airbnb meets Only Fans Only Renters? ,0.0,0.0,1.0,0.0
I'm hoping it goes up on AirBnB. Good way to balance the budget.,0.6908,0.341,0.659,0.0
I am gonna get my self a Airbnb just so I don’t see my family for at least 24hrs,0.0,0.0,1.0,0.0
An Airbnb with my closest for my bday ,0.0,0.0,1.0,0.0
Bags on shein are so CUTE! I might cop when my airbnb refund comes through ,0.7248,0.281,0.719,0.0
"A 25 acre parcel with 3 homes and 4 out buildings for sale $255,000. This property is 8 miles south of Etna CA, and has many different opportunities/multi uses/Airbnb. Call Russ 775 299-6602 website http://scottvalleysales.smiplesite.com",0.0,0.0,1.0,0.0
#RealEstateandHousingResidential #Airbnb Interested in a Short-Term Rental for Social Distancing? Be Prepared to Stay Longer http://dlvr.it/RV0jQY,0.5574,0.261,0.739,0.0
the fact that @Airbnb won’t refund for trips during COVID is unacceptable. How do I divy up a credit for a house I’m splitting w 8 ppl? A full refund would be appreciated during times like these @AirbnbHelp #AirbnbrefundNOW #COVID19,0.6597,0.203,0.725,0.072
im literally just gonna get an airbnb to have a scenery change in quarantine,0.0,0.0,1.0,0.0
This Airbnb's been empty for a while now. Sad times. ,-0.5994,0.0,0.588,0.412
I’m sorry but we’ve picked out the prettiest AirBnb ever ,0.7096,0.356,0.563,0.081
#Airbnb Launches Online Experiences to Keep You Entertained ,0.4019,0.278,0.722,0.0
"#WorldHeritageDay After excavating an Iron Age site in Croatia last year, we backpacked along the coast. This was the view from our AirBnB in Šibenik The Cathedral of St James blends Gothic and Renaissance forms, it is so striking yet humble in its own Dalmatian way... ",0.0,0.0,1.0,0.0
"wts / top up / jasa paypal — rate 15550 >$100 rate 15400 transfer lokal no fee, intl fee $5 checkout web fee 5000 via bca / jenius / dana / ovo / shopeepay pp saldo jual beli cv convert tf butuh need airbnb ktown gmarket weply weverse shop co ",-0.1027,0.04,0.911,0.049
"Airbnb CEO making out he is really community driven , well help us please ! You are being totally unhelpful",0.7688,0.338,0.662,0.0
"Sylvia’s website, deactivated at present. Despite her assurances to the contrary, one cannot use the trademarked name Airbnb in a business without clearing it beforehand. ",-0.2584,0.0,0.919,0.081
"As much as I didn’t want to admit it, the clues were obviously. Mostly I wondered why Lili is staying at an Airbnb. Second, when she said Milo is the only reason she gets out of bed. ",0.2732,0.086,0.914,0.0
I rented this teepee once on airbnb lmao it was in oregon ,0.5994,0.281,0.719,0.0
NO CAUSE I WANNA RENT A HUGE ASS AIRBNB AND HAVE NOTHING BUT ARMY IN THERE AND DECORATE IT ALL CUTE!!!! MISS RONA NEEDS TO LEAVE,-0.6083,0.058,0.672,0.269
Planning our 21st rn Bc I love decorations and my 21st will probably be the first time I drink after birth all I need is an Airbnb and lots of balloons ,0.6369,0.135,0.865,0.0
Me after watching Shane’s conspiracy theory about AirBnB’s and places having camouflaged cameras ,-0.5267,0.0,0.779,0.221
if it wasn’t for quarantine me and my boo would be in a bathtub in our edinburgh airbnb getting wine drunk ,-0.34,0.0,0.888,0.112
"In less than two weeks, we'll be moving into an Airbnb and living out of backpacks. Today's mission: reduce closet down to minimal backpack wardrobe. Mission complete. I rate today +1 star for progress. #ratetheday #StayAtHome @geekstreamers",0.4215,0.074,0.926,0.0
remember when @snowtaemn @shadowtaem and i were in london for the superm concert and we asked the google home at our airbnb to play ice queen by baekhyun but it kept telling us it cant find ice cream by baekhyun,0.1779,0.043,0.957,0.0
"During the last recession we saw a rise of projects with a clear use case and problem solving orientation - Uber, Airbnb, Slack, Pinterest.. This time @safex will solve the problem of a centralized market, and will offer free trade, privacy, equality in the field of #ecommerce",0.2263,0.186,0.663,0.151
It’s been too long since Ive booked an Airbnb for somewhere,0.0,0.0,1.0,0.0
Two Indian campaigns among shortlists in WARC Effective Use of Brand Purpose Awards 2020 https://www.google.com/url?rct=j&amp;sa=t&amp;url=https://bestmediainfo.com/2020/04/two-indian-campaigns-among-shortlists-in-warc-effective-use-of-brand-purpose-awards-2020/&amp;ct=ga&amp;cd=CAIyGWRmNDllYjFkMzM5OTkyNjU6aWU6ZW46SUU&amp;usg=AFQjCNHZFqmth1_MBQHvUGH_RYs7Z0N6-Q #AirBnB ,0.7269,0.303,0.697,0.0
Fuck it pull up to airBnB #Dtla,-0.5423,0.0,0.632,0.368
This is a banga !!!!!! Live and direct Massive deal are you in diaspora looking for a property to live in when you come for holidays search no more or you want to invest in Airbnb search no more.… https://www.instagram.com/p/B_HRCQlF5Mx/?igshid=u7emnwqt1t3u,-0.3409,0.095,0.777,0.127
What a joke!! @airbnb are screwing 1000's of guests out of refunds and now you're acting 'caring'. #AirbnbrefundNOW #airbnbshame You are vile!,-0.6884,0.081,0.665,0.254
"My cousin soo real made Molokhia, Wings, Salata, Dema, and wings with some home made hot sauce brought it to our Airbnb if that’s not love idk what is!",-0.521,0.041,0.845,0.115
"So, @airbnb the guests in the top floor actually want to leave one week into a one month booking? .. mid lockdown ?Immediately if possible. Airbnb support it so get me a fuckin vettt while yer at it babes.. screw t’ frick you@(nicely please thank you) do u cum harder, byeeee-R pic.twitter.com/kbxDsgGuhu",0.8105,0.197,0.756,0.047
FEDERAL SENATOR DEBORAH O'NEILL'S THREE AIRBNB LISTINGS - How Airbnb's Cloak of Secrecy Profits NSW MPs - see link for further details https://www.neighboursnotstrangers.com/post/federal-senator-deborah-o-neill-s-three-airbnb-listings-how-airbnb-s-cloak-of-secrecy-profits-nsw,0.4404,0.127,0.873,0.0
"I think I'm going to hold off on getting my own place at the moment, mostly economic reasons, but also because tourism coming to a complete halt has flooded the market with housing that was/is almost certainly AirBnB's. Real cool when you remember the Portland vacancy rate!",0.7098,0.121,0.879,0.0
"Men will let anyone sleep over, you lil Airbnb you",0.0,0.0,1.0,0.0
So ready to check in my airbnb tuesday ,0.4201,0.285,0.715,0.0
Airbnb tomorrow ,0.0,0.0,1.0,0.0
Looking at LA Airbnb's rn just to feel something,0.0,0.0,1.0,0.0
"Anyone else looking on @Airbnb, pretending you can escape? I'm just trying to cope. ",0.2732,0.205,0.795,0.0
Very on brand for Airbnb. ,0.0,0.0,1.0,0.0
"On protecting rights of strata owners & residents, NSW government has poor record e.g. 75% of owners can force 25% to sell purely for ""commercial"" or any other reasons, Airbnb &amp; similar, appalling lack of consumer protection 4 buyers of ""high rise"" apartments and see next tweet.",-0.7845,0.0,0.842,0.158
me waiting for quarantine to be over so i can force tal to rent an airbnb with me and watch me get drunk @gaytheron arent you so excited ,0.1819,0.102,0.819,0.079
It’s a whole pandemic and these niggas really came down here and got Airbnb tryns kick it and shit,-0.7184,0.0,0.727,0.273
I wonder what a Wuhan airbnb would run me.,0.0,0.0,1.0,0.0
Next time me and the boyz get an Airbnb gonna be legendary x3,0.0,0.0,1.0,0.0
"Just got my account back, logged in from AIRBNB and I got banned even though for ""Suspicious activity"" even though I was the one who logged in.",-0.6705,0.0,0.807,0.193
"Flashbacks to the Airbnb in Almerimar, Spain, a little under 3 months ago. Damn, I can't wait to be able to travel again.",-0.4019,0.0,0.876,0.124
"When my family booked an Airbnb for comic con assuming I’d get in to the her universe fashion show again, part of me was like “I dunno, this feels like we’re jinxing it somehow” ",0.6124,0.135,0.865,0.0
"@vrbo in spite of our best efforts including a conversation with your CEO Jeff, no offer to rebook a later week, no refund (other than A/C, cleaning and security deposit). Airbnb will prevail due to your poor choices during this difficult time.",-0.7331,0.124,0.618,0.258
Aye if y’all coming too da Airbnb let me know,0.0,0.0,1.0,0.0
[NEW VIDEO] START AIRBNB BUSINESS WITHOUT OWNING PROPERTY ANYWHERE! (EASILY START AIRBNB BUSINESS) ⇒ https://youtu.be/nTGFBUxuMGE #AirBnbPassiveIncome,0.0,0.0,1.0,0.0
Office Cleaning Airbnb Cleaning vacant property Cleaning (Houston and Surrounding Areas) https://ift.tt/2wMVSOg,0.0,0.0,1.0,0.0
Airbnb hosts are a whole ass joke worse than low ballers smh,-0.8316,0.115,0.312,0.573
Is this a f*^$king joke? @airbnb won’t give us a refund after a global pandemic for a trip that was rented in May=COVID 19! This is absolute madness! Are they trying to scam all of us? @vrbo gave my sister in law her money back!Country in crisis and losing jobs-wtf @Airbnbhelp!,-0.9278,0.037,0.712,0.251
Bitches really got an Airbnb to have a quarantine party in ,-0.296,0.185,0.548,0.267
AirBNB 7.01 ,0.0,0.0,1.0,0.0
I just got Airbnb’d,0.0,0.0,1.0,0.0
I want get a airbnb and get drunk but I don’t have friends ,0.5574,0.379,0.5,0.121
[NEW VIDEO] START AIRBNB BUSINESS WITHOUT OWNING PROPERTY ANYWHERE! (EASILY START AIRBNB BUSINESS) ⇒ https://youtu.be/nTGFBUxuMGE #AirBnbPassiveIncome,0.0,0.0,1.0,0.0
"So, today I found out that I live next to an AirBnB... A Thread.",0.0,0.0,1.0,0.0
"I’m getting an Airbnb in Vegas for all the homies when this is all over! There, I said it!! We LIT! ",0.0,0.0,1.0,0.0
I think I’m going to start renting an Airbnb but like a week every month to get a break from this house. I’m tired,-0.1531,0.125,0.728,0.148
Go to bed Karen,0.0,0.0,1.0,0.0
lol i wanna have a airbnb,0.4215,0.483,0.517,0.0
