Comment,Compound,Positive,Neutral,Negative
"The coronavirus pandemic is already posing a drag on Airbnb bookings and revenue, according to new data from research firm AirDNA. ",-0.2263,0.0,0.909,0.091
Did my Miami Airbnb host just cancel our reservation? MA’AM ,-0.25,0.0,0.818,0.182
"It’s only a matter of time, @Airbnb. Why not do the right thing before you have no other choice? ",-0.2732,0.057,0.829,0.114
airbnb or party ? ,0.4019,0.574,0.426,0.0
"11/ There will be monster businesses built soon! Many of the best businesses scaled in 2008 or 2001. Google, Facebook, Airbnb, etc. A correction accelerates behaviors, i.e. share economy scaled in 2008 b/c people needed extra cash. Remote work &amp; crypto are my bets for this one",0.7712,0.132,0.868,0.0
"New York is under a state of emergency. Everything is closed. There’s a pandemic and @Airbnb stills expects you to go on vacation there and won’t refund your money. Never again, @Airbnb #Airbnb",-0.3818,0.0,0.92,0.08
I am truly disappointed by how @Airbnb does not truly care enough to issue my refund. They are the same people that chose to send emails saying they can accommodate for those affected my COVID-19. This is terrible.,-0.5615,0.123,0.656,0.221
#Breaking... The St. Pete GP will now be run on my AirBNB bedroom floor as I make vroom vroom noises with this hot wheels car. ,0.0,0.0,1.0,0.0
my boyfriend has 9 friends in town visiting for a ski trip (they’re staying at an airbnb)... if the coronavirus shuts down the airports and i have to host these frat boys i’m gonna lose my mind,0.1027,0.082,0.847,0.071
"Even though the Dutch tourist family was very nice, it really pissed off the rest of the guys when you rented out our kick drum as an AirBnB.",-0.34,0.092,0.774,0.134
"I have 2 airbnb listings, a friend who also has an Airbnb said guests would take all the extra TP stored there. 2 night stay and 5 rolls gone. I need some for mine and found some at a 7/11. This need to hoard TP is beyond crazy. What is wrong with everyone ",-0.3182,0.062,0.832,0.106
"Whatever brings you comfort tonight, I wish that for you. For me, it’s baseball. After that, a baked potato and a feral cat shelter at an Airbnb in AZ makes the list. Also, Dylan on my Spotify (sorry/not sorry, HJ) ",0.5994,0.128,0.84,0.032
"Hey, @Airbnb I am APPALLED that these are the kinds of hosts you have. You mean to tell me that during a national pandemic I am supposed to risk my health, and more importantly, those around me who are more likely to catch the virus just so that I don’t have to be given a refund? ",-0.5007,0.046,0.851,0.103
Me and the homies waiting for the keys to the AirBNB at Afronation next week ,0.0,0.0,1.0,0.0
".@amazon If you really care that much, why can I buy this pack from these people in the article for $99 plus $33.30 shipping? Certainly doesn't look like ""there is no place for price-gouging on Amazon"". Turning into the AirBnB of online retail. ",0.3783,0.122,0.788,0.089
"so, toracon has been cancelled. unfortunately it was my most expensive con since i paid for both me and my sister's airbnb stay + table fee + amtrak tickets, and amtrak is refusing to refund me even though i have travel insurance. im down $500+ and it's really upsetting.",-0.8588,0.0,0.796,0.204
Why the fuck would @Airbnb only want to give HALF of our money back for something that is beyond our control ?!! This is a pandemic that’s going on and you don’t have the decency to give us a full refund or even let us reschedule for a different weekend ?,-0.6303,0.026,0.887,0.088
might take this break from school to book a cheap flight to idk like new york or la where i can meet up with all my internet friends and quarantine ourselves in an airbnb together ,0.6369,0.151,0.811,0.038
Party at our airbnb next week . LMK IF YOU GUYS ARE DOWN ,0.4019,0.197,0.803,0.0
"Fuck it, if we don’t have a prom I’ll Airbnb that bitch and invite everyone. We finna do one of those Black Plague parties. CLASS OF 2020 WILL HAVE A PROM ",-0.6124,0.117,0.683,0.199
Hi @Airbnb we've asked for a refund on our london stay since we currently have travel restrictions because of coronavirus BUT we only see a small refund of 15pounds. How can we know for sure you'll be giving a full refund????,0.7912,0.163,0.837,0.0
Thank you to my friends for helping me get the attention of @Airbnb. I just got a full refund for my trip to Austin. Much appreciated.,0.8779,0.357,0.643,0.0
"I did YC in the Summer of 2008. Lehman died the day we closed our Posterous seed round. Nobody else raised money. As a result, we were the least valuable YC batch on record. 73% of those companies died immediately. Airbnb was funded the next batch, Winter 2009! ",-0.8763,0.0,0.811,0.189
AirBnB really should be getting rid of their service fee for cancellations considering what's happening.,0.0,0.0,1.0,0.0
Airbnb’s are awesome and all until you can’t find a single thing over 60 pounds to curl. What’s the point of this super sick pool in the back if I can’t get an appropriate pump before the girls show up?,0.7525,0.186,0.744,0.07
"Airbnb must be going through a really hard time with corona. Airlines, airports, hotels, tourism. There’s no contingency plan to almost zero revenue.",-0.4391,0.0,0.837,0.163
so airbnb only refunded me my service fee but my host went OUT OF HIS WAY to refund me almost my entire cost A LITERAL KING!!!!!!! ,0.0,0.0,1.0,0.0
On our way for spring break and I just now realized that our AirBnB that we’re staying in is called “The Corona House”,0.0,0.0,1.0,0.0
DID AIRBNB IPO YET?,0.0,0.0,1.0,0.0
how me and my girl are when the airbnb has a nice bathtub ,0.4215,0.203,0.797,0.0
Niggas gon fly to LA for $57 just to be with the homeless people because they can’t cop an AirBnB,-0.34,0.0,0.888,0.112
"Hey @Airbnb if ""the wellbeing of [y]our community [y]our is your priority"" the right thing to do is to let everyone cancel travel plans, full refund or credit, no questions asked. I mean, the better time would've been 2 weeks ago, but now's good, too.",0.6705,0.156,0.78,0.064
I bet a lot of Airbnb/STR landlords are wishing they had opted for long-term tenants right now.,0.2263,0.119,0.881,0.0
"Actually insane that @Airbnb does not consider our situation to fall under their ""extenuating policy"" when the event we were traveling to got shut down by a global pandemic????? I will personally never be using airbnb again after this situation. ",-0.5661,0.0,0.91,0.09
Who house can i come to ? Anybody wanna get a Airbnb for 2 weeks ? Anything ? I REFUSE to sit at my house bored !,-0.7064,0.0,0.743,0.257
Idk about y’all but I already secured my Airbnb for those new Beyond dates. I will not be caught slippin,0.5187,0.171,0.771,0.058
Sooo edm airbnb party ?,0.4019,0.474,0.526,0.0
Airbnb IPO under threat as bookings plunge ,-0.5267,0.0,0.638,0.362
Airbnb put out an updated policy because of what’s going on right now. ,0.0,0.0,1.0,0.0
In lieu of a current AirBnB Sessions song..... ,0.0,0.0,1.0,0.0
All infavor to sue @Airbnb say I ,0.0,0.0,1.0,0.0
"@reylo_prompts Rey is a writer who books an AirBnB cabin on a farm hoping to get her novel finished. The host, Luke, is a crusty old hippie. Unfortunately when she arrives he’s traveling and her host for two weeks is instead his sullen looking enormous nephew Ben.",0.0,0.102,0.797,0.102
Soooo is Orange n White weekend not happening now cause I need to know if I should cancel this AirBnB ,-0.25,0.0,0.889,0.111
"It's also ok for persons to be disappointed about Carnival (though we haven't heard of it being cancelled, it might be). There's a lof of people who booked tickets, asked for vacay, paid 40k-100k+ for costumes, airbnb, hotels etc...they can be upset if they want to 1/2",-0.6369,0.067,0.785,0.148
"Source: Airbnb reported a loss of $276.4M in Q4 before Covid-19 hit, nearly doubling YoY from $143.7M; revenue was up 32% to $1.1B, and it has $2B+ in the bank (Bloomberg) https://www.bloomberg.com/news/articles/2020-03-12/airbnb-s-loss-nearly-doubles-in-fourth-quarter-before-virus-hit",-0.3182,0.0,0.929,0.071
You gave up your full time job to do Airbnb? https://twitter.com/mattlundy33/status/1237772778465636352,0.0,0.0,1.0,0.0
"Hey @Airbnb, I have been trying to cancel a reservation due to #coronavirus but you have not responded to online messages and hung up on me 2x. Airlines, hotels, rental car agencies, and other providers have all refunded our expenses and been lovely. Why aren't you prepared?",0.572,0.103,0.828,0.069
say you covered someone’s airbnb for anaheim and they havnt payed you back? do you fly cross country to pull up or what,0.0,0.0,1.0,0.0
@Airbnb hey I need someone to reach out to me about only receiving 50% of a refund for canceling a trip to a foreign country (Canada) where international flights could potential be held. That’s absolutely ridiculous.,-0.4005,0.032,0.885,0.082
My @airbnb host is refusing to give me a refund ($1500 airbnb) :/. Been trying to communicate with airbnb support the past 36 hours. Support had been nothing but great help in this hectic time. Just wish my airbnb host wasn't greedy scum.,-0.1243,0.18,0.65,0.17
"Wow, so @Airbnb is not handling this well. What about a worldwide pandemic is NOT an “extenuating circumstance?” I’m certainly paying attention to which travel companies are handling this with grace and which one are not. ",0.8853,0.268,0.732,0.0
Reason number 437 why Airbnb is not on my love list. ,-0.471,0.095,0.658,0.246
Hey @Airbnb you should be embarrassed about your refund policy given the current state of the world.,-0.3612,0.0,0.865,0.135
"Hey @AirbnbHelp, if “the wellbeing of our community is our priority”, please let folks that have to cancel their plans, especially those traveling with elderly family members, cancel their trips. This is clearly an “extenuating circumstance”. This is dangerous. #airbnb ",-0.2732,0.106,0.743,0.151
sounds like full-time Airbnb hosts are in a rough spot. hope that centralized support from their parent company and thoughtful government regulation gets them through this rough patch. ,0.8658,0.318,0.682,0.0
"Airlines and Airbnb’s not wanting to refund you because of the virus? Like how is that not a good enough reason, who could have predicted something like this to happen and prepare for it?! ",0.5017,0.149,0.788,0.063
What those Airbnb prices looking like though ,0.3612,0.294,0.706,0.0
Been on hold with @AirbnbHelp for a while now and the line hung up before I could reach an agent. Would like to get a full refund for my bookings. @Airbnb,0.3818,0.122,0.878,0.0
"aside from the massive hit the virus will have on airbnb's business, it's also just awkward that their rental operators are called ""hosts""",-0.1531,0.0,0.932,0.068
cheap flights and airbnb vs. my mania,0.0,0.0,1.0,0.0
"Yooooo hmu to be on that list guaranteed , they always packed and wouldn’t want y’all waiting outside Airbnb last week was popping now this shop party gone be memorable ",0.4588,0.129,0.871,0.0
Lucy the Elephant's Airbnb listing booked in seconds. Meet the lucky guests staying in the Jersey Shore landmark. ,0.4767,0.204,0.796,0.0
Airbnb is 52 a night for a whole 3 bedroom apartment Lessgettitttttt ,0.0,0.0,1.0,0.0
Airlines are actually doing the right thing right now with change fee waivers. @Airbnb and @hotelsdotcom and other accom. needs to do the same. A person shouldn't have to choose between cancelling and staying safe or going because they can't afford to lose thousands of dollars.,0.52,0.105,0.858,0.037
"Aaaand @Airbnb is refusing to refund cancellations of European bookings by Americans, even after the new travel ban. Your profits were $4b in 2019. Maybe don't do this? ",-0.5267,0.085,0.731,0.184
NEW @Airbnb_uk tips for guests! https://youtu.be/pGOd1ap2E0U,0.0,0.0,1.0,0.0
"Silver lining to COVID-19, because fuck AirBnB and what they've done to the city I live in (and many others). ",-0.5423,0.0,0.837,0.163
"So #4C20 has been officially canceled and while I expected this and completely understand, I am sad that I won’t be seeing my friends and colleagues. I already talked with my panel yesterday and we canceled our Airbnb due to travel restrictions. Crazy times we live in. ",-0.3947,0.063,0.819,0.118
The Puck Podcast was started in 2006 & the following things did not exist: - Uber/Lyft - Airbnb - iPhones - Instagram - Fitbits - Spotify - Bitcoin We've seen a lot in the last 14 years &amp; will be on the air every week for however long this interruption to the NHL season lasts. ,-0.4357,0.0,0.94,0.06
Airbnb has the worst customer service!!!! #Airbnb,-0.7405,0.0,0.532,0.468
"These industries will suffer massive losses the rest of the year Entertainment -Broadway, movies, music Travel -Airlines, Oil & Gas, rentals Hotel -all of them, Airbnb, vrbo Restaurant -any sit down place Tourism -Vegas, Disney, borders closing What else?",-0.5267,0.064,0.795,0.141
All 5 of my friends I booked the Airbnb with for the weekend said “ Nai what you talking about we still going to oakland and having a good time “ and this is why I love them cause I’m crying and they still down to mob me with me regardless of everything goin on ,0.7964,0.175,0.772,0.053
"more like: ""they did fine because they spammed, cheated, and encouraged breaking tax and tenancy laws all around the world. By growing faster than regulators could stop them, they eventually won."" airbnb was a ddos attack on global housing supply and nobody stopped them in time. ",-0.4033,0.156,0.657,0.187
No sympathy for airbnb operators. Its a gamble like any other investment.,0.4215,0.329,0.526,0.145
Yeeeeesh lack of Airbnb bookings is going to be the cause of mortgage foreclosures that then opens up affordable housing for folks. Who’d have thunk it.,-0.6908,0.0,0.808,0.192
Good morning to everyone except @TurnKeyVR &amp; @vrbo scamming selves. I have two house reservations for Coachella weekend in April that equate to $10k+ they don’t want to refund. SCAMMERS!!!! Don’t ever book with them. Use @Airbnb,0.6562,0.136,0.864,0.0
"i’m sorry but something needs to be said NOW about whether Beyond Wonderland is still happening or not. cancelling it last minute would be fucked up, i need to know whether i need to cancel flights/my airbnb. it’s literally in a week.",-0.8343,0.04,0.75,0.209
You'll never want to use AirBnB again after reading Vice's investigation into all the scams run on travelers ,-0.6152,0.0,0.761,0.239
"Both Vanderbilt & my study abroad program in Madrid advised me to fly home. But w President Trump's travel ban, I was concerned about making it back. While I managed to book a flight, I received this from a previous @Airbnb host in Toledo. The world needs more of these people ",-0.7096,0.0,0.898,0.102
that website is Airbnb in a microcosm. Seize control of the narrative and elect yourselves as spokespersons for the entire building and neighbourhood. Twisted.,0.0,0.0,1.0,0.0
"A Strata sting has resulted in a Vancouver woman having to pay more than $45,000 in fines for repeatedly renting out her condo through Airbnb. ",-0.1027,0.0,0.94,0.06
"When it seems almost impossible that we'll ever see our flight money back, some joy: We messaged our host on Airbnb in Guatemala and explained the circumstances. He called up Airbnb, waived all fees, and got them to issue us a full refund. Absolute legend. ",0.5859,0.081,0.919,0.0
"Update on my @Airbnb reservation that I had to cancel because of #ExpoWest being cancelled. They denied refund, and denied booking the same reservation for future dates - considering making a company policy to never to book business travel with @Airbnb again #CancelEverything",-0.8316,0.0,0.786,0.214
"AirBNB is part of a cabal of recent tech start ups who are amoral weasels, run by terrible human beings. Said differently: AirBNB Sucks https://www.bloomberg.com/news/articles/2020-03-11/airbnb-refuses-guests-refunds-amid-virus-cancellation-frenzy",-0.802,0.0,0.719,0.281
"They wont just be swimming in your money and holding the decisions back for the fun of it, they'll be buried in risk assessments, processes and in many cases waiting on government advice to trigger insurance issues. You may lose an AirBnB fee, their decision will affect 1000s.",-0.128,0.062,0.847,0.09
"Once upon a 2008, Against all odds, with no investors and thousands of dollars of credit card debt, Airbnb founders had to resort to selling cereals to keep the company afloat. It took almost two years before Airbnb saw some traction. ",-0.2732,0.059,0.835,0.106
The rise of affordable homes on housing estates in the Lakes being put on Airbnb is hugely alarming. The Government need to get a grip on this before its too late. ,-0.2006,0.0,0.942,0.058
"Just read that some AirBNB operators are concerned about how coronavirus is affecting bookings, and given how they've made it damn near impossible for people to find affordable rental housing in many areas, I am having trouble mustering even the most infinitesimal shit to give.",-0.8511,0.0,0.815,0.185
Airbnb is working on “Sign in with Apple” for... Android??? ,0.0,0.0,1.0,0.0
"The first signs of a recession in housing prices are beginning to show in the tourism industry, and in particular with the Airbnb economy. If hosts can't pay their mortgages, what happens next? How Your Airbnb Host Is Feeling the Pain of the Coronavirus ",-0.649,0.058,0.814,0.127
"From water privatisation to Airbnb and Uber, from fighting against cars and diesel pollution to promoting a “relocalised” economy that does not leak cash for shareholders. A battle is brewing in Europe: #CitiesVSMultinationals New series by @corpwatchers https://corpwatchers.eu/en/investigations/cities-versus-multinationals/",-0.2125,0.108,0.763,0.128
"Airbnb raised their first round after YC at the worst possible time: March 2009, the month the market bottomed. They raised at a pre-money valuation of $2.4 million. It didn't matter. They did fine, because they had made something people wanted.",-0.5226,0.041,0.841,0.118
"แจ้ง Airbnb มั้ยคะ จบแค่นี้ไม่ได้ ถ้าเป็นเราคงตอบว่า After I read your reply, it’s indeed better for me to stay here cause I don’t want to be tainted by your ignorance and racism. If you still think it’s a flu then I wish you learn what it really is by first hand experience ",-0.0258,0.173,0.669,0.158
"Airbnb is a hotel company that has managed to weasel out of paying most of the costs of being a hotel company, and one of the many ways they've done that is effectively by shifting the real estate exposure on to the company's workforce BUT this still warms your cockles to see ",0.5574,0.087,0.913,0.0
"I just wanna rent an Airbnb for a night, invite my closest friends and get fucked up ",-0.1779,0.223,0.569,0.209
Could AirBNB be the nuclear implosion that sets off the housing bubble collapse? How many AIRBNB units are in Canada @StephenPunwasi ? The 2008 US housing collapse was triggered by the rental housing market stumbling If mortgages start foreclosing into forced sales,-0.8677,0.0,0.796,0.204
Airbnb launches $1 million fund to find and finance world’s most unique home ideas: https://worldarchitecture.org/architecture-news/eenhp/airbnb-launches-1-million-fund-to-find-and-finance-world-s-most-unique-home-ideas.html #architecture #airbnb pic.twitter.com/ACjnf5CGaT,0.0,0.0,1.0,0.0
Me deleting the Airbnb app off my phone after they have refused to grant hard working people refunds due to the coronavirus! Despite Individuals trying to decrease the spread of the virus!! #airbnbsucks @AirbnbHelp pic.twitter.com/UlNG8MvB1Y,-0.2444,0.064,0.821,0.115
"I love how the liberals in this comment thread are all like ""AirBnB is so evil and exploitstive they should just become landlords and work for a living"" lmao ",0.6103,0.27,0.586,0.143
Airbnb guests fume as the company refuses to offer refunds amid the flurry of coronavirus cancellations ,-0.296,0.0,0.872,0.128
"Y’all I spent $800 on one night in a @Airbnb to have the host stalk the property, and harass me and my guest to have Airbnb say there’s nothing they can do about it. TF?!??!? Dude is legit still texting my phone 5 days later.",-0.695,0.0,0.896,0.104
Flights: Booked AirBNB: Booked Riot Fest Ticket: Bought Global: Health Crisis Lineup: TBD,-0.8271,0.0,0.588,0.412
"We are all at the airport guys! We literally were woken up by phone calls at 2am and immediately packed our stuff and headed here. We aren’t heading back to Airbnb, it’s smarter to just stay at the airport since we are already here ! ",0.555,0.077,0.923,0.0
"AirBnb hosts learning what ""gig"" really means.",0.0,0.0,1.0,0.0
"Vancouver strata president busts illegal Airbnb by renting condo unit, owner fined over $46,000 @CityofVancouver should take some notes Unit now for sale 2502 - 999 Seymour Street, Vancouver Bought 2017 $1,160,000 Now asking $1,450,000",-0.5574,0.0,0.902,0.098
As a former host who used to use Airbnb to make ends meet I --- absolutely hope this shakes them. The platform changed for the worse once people like that started buying places just to rent them out. It is an entirely different experience when you stay in someone's actual home.,0.3804,0.104,0.84,0.057
Super bearish for our global macroeconomy. Really sad on that front. But I can’t help but feel terribly excited as a founder Chaos shakes the status quo. The 2008 crash gave us the best projects of the decade: Bitcoin Airbnb Uber What will the 2020 crash create? On it ,-0.4012,0.238,0.501,0.261
Now is a great time to book an airbnb with your boo in the middle of nowhere and just have endless sex until the world survives this apocalypse,0.6249,0.136,0.864,0.0
"Booking with Airbnb since 2013. Never again. Today received a $58 refund on a $3000 booking for cancelling due to Covid 19 because cancellation policy covers only China, Italy and South Korea. If airlines, hotels and car hire companies can do it, so can you. Shame on you Airbnb.",-0.6326,0.0,0.897,0.103
"A man was arrested at the City Hall for impersonating a @CityofVancouver Airbnb bylaw officer. The suspect vehemently denied any wrongdoing, telling the arresting officers: ""I was just sitting here doing nothing."" #vanre #vanpoli",-0.802,0.0,0.78,0.22
Hell no im having a party at an airbnb Saturday we about to turn up one time ,-0.6249,0.12,0.578,0.302
I have zero sympathy. AirBnB creates extremely acute negative externalities.,-0.0972,0.316,0.412,0.273
i’m not going to new york anymore this weekend but airbnb is giving full refunds to people traveling in coronavirus-affected countries ,0.4767,0.134,0.866,0.0
"“I’ve got to keep paying my mortgage somehow,” said one Airbnb host in Tokyo whose rental properties have gone from 80 percent occupied to zero. ",0.0,0.0,1.0,0.0
God please let Airbnb die ,-0.128,0.427,0.194,0.379
"@CapitalOne we the people would like to know the future of #JAMFest, especially with @NCAA’s announcement of no crowds for @marchmadness? We need to know if we need to fight for a refund from @Airbnb and travel plans or if everything is still a go. Thank you for your time. ",0.0516,0.093,0.818,0.089
Lecture classes about to be online cuz of corona. I hope my Airbnb in Hawaii has WiFi,0.4404,0.162,0.838,0.0
"Airbnb Will Give 10 People $100,000 to Build the Unique Home of Their Dreams — With Billy Porter's Help http://bit.ly/33c5H4a pic.twitter.com/hFAZUapvvU",0.6597,0.231,0.769,0.0
airbnb launches $1 million fund to finance world's most unique homes https://www.designboom.com/architecture/airbnb-1-million-fund-unique-homes-03-11-2020/ pic.twitter.com/rxlSw98baV,0.0,0.0,1.0,0.0
Going to be really interesting when Freelancers who have gentrified end up working less than the locals and have more precarious rent situations since they are way higher with less protections that coupled with lack of Airbnb guests to prop it up going to be interesting,0.6542,0.147,0.808,0.044
Special thanks to @Airbnb for refunding me 1k back since my host refused to do so for me despite the fact that I'm not even allowed to enter their airport and would be quarantined for 14 days. Host was keeping my money... Fantastic customers service :D,0.9008,0.234,0.727,0.039
If your Airbnb for Coachella isn’t being refunded hit me!! I could possibly help and tryna help folks get they money back,0.717,0.24,0.76,0.0
my airbnb just refunded me for the dates i booked cause of corona like dam ma is it that serious?,0.296,0.12,0.817,0.062
might fuck around and make my place in chapel hill an airbnb,-0.5423,0.0,0.759,0.241
Hahaha - I hope airbnb hosts go fucking bust over this. It will be the one good outcome out of this situation. ,0.8555,0.356,0.644,0.0
covid-19 is going to divert all revenue from airbnb to onlyfans,0.0,0.0,1.0,0.0
"Airbnb hosts are being impacted by the karmavirus. There is a cure though, it's called the long term renter. Try it. #vanre ""Short-term rentals pinched by coronavirus fears"" https://www.theglobeandmail.com/real-estate/article-short-term-rentals-pinched-by-coronavirus-fears",-0.4215,0.0,0.906,0.094
"Can @Airbnb please explain how me being in quarantine after my recent travel to Northern Italy doesn’t fall under “extenuating circumstances” ... So, you want me to go through with my reservation and potentially infect the host/future guest? Highly unethical, do better.",0.3504,0.145,0.781,0.074
"oh nooooooo coronavirus, please don't financially ruin all the airbnb slumlords. anything but that",0.3991,0.235,0.765,0.0
"are Uber, Postmates, and Airbnb telling people to...WFH...take paid sick days...wait...uh what do we do about gig economy workers again? because if I'm not supposed to go to my office for a month, you probably shouldn't have strangers in your car or house",-0.5106,0.0,0.926,0.074
I hope every single airbnb host goes bankrupt because of pandemic. It's what this extra-vile class of landlords deserve. ,-0.1779,0.129,0.711,0.16
Geez what if virus containment measures break the back of the AirBNB economy and rental units start going back on the market ,0.0,0.0,1.0,0.0
"TIL some Airbnb hosts are straight up liars. Here’s looking at you, @bsumwalt, and the review you left me to cover your own a$$. Oh, and here’s the entirety of our conversation: https://imgur.com/a/QClXTNh #Receipts",-0.3612,0.051,0.858,0.091
"Flight to Florida: $57 per person AirBnb for 4 nights: $50 per person Spending money: $100 per person Whole mini vacay for just a little over $200... If i could use PTO, I’d book it so quick.",0.0,0.0,1.0,0.0
Somebody is gonna make a big enough deal about this and Airbnb will end up eating those fees because now is not the time to be the big bad corporate wolf. ,-0.5423,0.0,0.892,0.108
My AirBNB in Atlanta says Southwest ATL. Polar Rock Terrace. Am I good or do I need to bring that thang w/ me? ,0.4404,0.127,0.873,0.0
tickets: bought airbnb: booked my tummy: got butterflies,0.0,0.0,1.0,0.0
Most hotel corporations have lived through many a recession. Airbnb owners not so much. Was probably better to leave the hotel business to people who knew what they were doing.,-0.0258,0.088,0.79,0.122
"Silver lining. I live in a condo. My mortgage and fees pay for the elevators, hallways, gym, lounge that “guests” abuse. Not to mention the parties and noise. Yeah, Airbnb, I’d like to know how you’re guaranteeing cleanliness.",0.2023,0.168,0.705,0.127
I think few things capture the true stupidity in Toronto's real estate market like hearing about an investor who quit their job to manage 4 Airbnb units. ,0.34,0.175,0.728,0.096
"no classes until april 6th, $64 round trip flight to puerto rico, no confirmed cases of covid-19, and airbnb has wifi? ",-0.5267,0.0,0.812,0.188
Agreed. This was my AirBnB in Cape Town back in May last year in one of the affluent neighborhoods next to the coast with an amazing view of Lions Head. Very affordable. https://twitter.com/Trackmann/status/1237767229850234881,0.7096,0.16,0.84,0.0
#Airbnb expects their employees to work from home during this pandemic but you're expected to go on your vacation like nothing is wrong and you can't get your money back. This is wrong.,0.8724,0.248,0.752,0.0
Had to cancel an Airbnb reservation; the host replied “the media is Controlling us” ,-0.25,0.0,0.867,0.133
"You could lay out every single detail, post the flight and Airbnb information and answer every question before people even get a chance to ask it, then here somebody goes talmbout “What dates are the trip?” ",0.25,0.056,0.944,0.0
"Companies founded 2009-2010 • Uber • Slack • Pinterest • AirBnb • WeWork • Instagram • Groupme • Whatsapp • Stripe My first experience investing in a downturn, but trying to lean in as winners will emerge",0.631,0.138,0.862,0.0
I bet the neighbours of these 4 units hate her. Airbnb takes no responsibility when bad shit happens in neighbourhoods.,-0.9186,0.0,0.519,0.481
"Airbnb hosts are freaking out right now. In a Facebook group for Toronto hosts, one said: ""I quit my full time job to do [Airbnb] full time last May. I have 4 units and they have always performed at 90% occupancy or higher until now."" ",-0.4215,0.0,0.936,0.064
The AirBnb options in Cape Town are absolutely ridiculous in terms of value for money. This one is 5 thousand bob a night. Sleeps two ,-0.101,0.092,0.802,0.107
Coachella-Goers Scrambling for Airbnb Refunds After Coronavirus Postponement ,0.0,0.0,1.0,0.0
"Sadly, in light of the current situation, we have been forced to postpone our @ParisPopfest Paris date with @jeanines_nyc Jeanines. Very gutted. Thanks to @Fly_Norwegian and @Airbnb for being so understanding and not even giving us a voucher. We’ll remember this for next time. ",-0.6765,0.062,0.746,0.191
Just booked the Airbnb for my birthday party/producer cook up session. I got a couple more slots available,0.0,0.0,1.0,0.0
"“Socialism is not Airbnb or crashing on your friend’s couch. Socialism is Venezuela,” U.S. National Security Advisor Bob O’Brien speaking @Heritage on what he likes to explain to millennials.",0.6369,0.161,0.839,0.0
"Brian Chesky, the 37-year-old CEO of @Airbnb is worth an estimated $4.2 billion. He also benefited from $1.5T in tax cuts. His company however will not reimburse or credit my friend’s canceled booking due to the coronavirus. Here’s what a welfare queen looks like: https://twitter.com/terp1999/status/1237380533786738688",0.0041,0.09,0.82,0.09
describe @crssdfest in one word: spiraling We Got Kicked Out of Our Airbnb... CRSSD Spring 2020 Day 1 Vlog LINK: https://youtu.be/K49SbpLgzQE,0.0,0.0,1.0,0.0
"Hi, @Airbnb: I had to cancel a trip because of COVID-19 but it looks like I do not qualify for a refund because it is a trip within the USA. Any chance you'll cover cases like mine, in this serious health crisis? Thanks.",0.6295,0.244,0.59,0.166
New from me: Airbnb may be particularly vulnerable to the economic and health policy shocks of the novel coronavirus outbreak https://www.theglobeandmail.com/real-estate/article-short-term-rentals-pinched-by-coronavirus-fears/,-0.3597,0.092,0.717,0.191
"sanha: what does airbnb mean? eunwoo: well, a b&amp;b is a bed and breakfast- mj: bungeons and bragons!",0.3382,0.138,0.862,0.0
"JAP! Before I start, if you're a first time AirBnb user, please use this link to get RM120 credit for your first stay The credit expires in 30 days after signing up, so dont sign up first if you're not gonna book a stay yet Link for RM120 credit: ",0.8553,0.198,0.802,0.0
Media request: Any Irish #Airbnb hosts experiencing cancellations/decline in bookings due to #COVID19? Please RT,0.3182,0.141,0.859,0.0
"Coachella is postponed. Here's the latest on ticket, airline and Airbnb refunds ",-0.2023,0.0,0.859,0.141
airbnb launches $1 million fund to finance world's most unique homes https://www.designboom.com/architecture/airbnb-1-million-fund-unique-homes-03-11-2020/ pic.twitter.com/lrxYRgZKxF,0.0,0.0,1.0,0.0
She’s already at the Airbnb ,0.0,0.0,1.0,0.0
This Chic Airbnb Is Basically a Spaceship — and the Surrounding Views of the Scottish Highlands Are Out of This World (Video) http://bit.ly/2vZ7k93,0.2732,0.095,0.905,0.0
"Really sad to withdraw from #ISA2020, a conference for which I worked all weekends in the past 2 months to get my papers done. Luckily Durham Uni made the right call to suspend all work-related int'l travel in time for my PhD colleagues and I to get full refunds for our Airbnb 1/",-0.3384,0.06,0.836,0.104
why would you book a room in an #airbnb that clearly states there are 3 resident greyhounds that are very much part of the home and then message and say you are frightened of dogs especially if they touched you ??? #beggarsbelief,-0.1877,0.061,0.861,0.078
"This historic ocean liner may get a second life as a hotel, or an Airbnb, after a $500 million renovation ",0.0,0.0,1.0,0.0
"Shoutout to @Airbnb, @Ryanair, and @hotelsdotcom. All of them have refunded my money for my cancelled Italy trip within 1-2 days. I now have 100% of the trip’s costs back even though my insurance failed to help me.",-0.3818,0.064,0.81,0.126
Coachella-Goers Scrambling for Airbnb Refunds After Coronavirus Postponement ,0.0,0.0,1.0,0.0
"'David Sapiecha, prosecuting for the fire service, said officers found no proper escape routes, leading to the danger that anyone trying to escape would ""get lost in dead ends and panic"".' #Airbnb #Devon #Torquay",-0.9042,0.076,0.6,0.324
Found a man name Michael on airbnb who is a UH alumni. And my man took care of me thank you Houston lol,0.8176,0.321,0.679,0.0
Airbnb is making adjustments to its refund policy in an attempt to balance the needs of hosts and guests during the global coronavirus outbreak ,0.0,0.0,1.0,0.0
